epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.32034,2.725,5.33515,1.89149,0,0,0,0,1.69139,4.01072,0.91402,1.111e-05,1.111e-05,1.111e-05
2,2.40948,2.22628,4.34998,1.14786,0,0,0,0,1.63786,4.02274,0.91666,2.23311e-05,2.23311e-05,2.23311e-05
3,3.50274,1.71902,4.23133,1.21506,0,0,0,0,1.63786,4.02274,0.91666,1.8887e-05,1.8887e-05,1.8887e-05
